Project	Event	Data_Source	Site_Name	Site_Name_Clean	Site_ID	Dataset_ID	Latitude	Longitude	Elevation	Continent	Basin_Type	Basin_Source	Basin_Comment	Basin_Area	Data_Type	Number_Pollen_Samples	AgeModel_Source	Number_Datings
LegacyPollen_1.0	ARONDE	Neotoma	Aronde	Aronde	2983	3887	49.4625	2.691111	85	Europe	Peat	FIXED_100	paläo lake or bog? Not recognizable	NA	Raw	43	AWI	3
LegacyPollen_1.0	ARS1	Neotoma	Lake Varna	Lake Varna	2985	3889	43.19554	27.82777	0	Europe	Lake	Google Earth	NA	16072258.38	Raw	27	AWI	4
LegacyPollen_1.0	ASBOTOR	Neotoma	Åsbotorpsjön	Asbotorpsjon	2986	3890	58.40981	13.81996	280	Europe	Lake	GIS	l, GE, L2,	15328.32661	Raw	35	AWI	9
LegacyPollen_1.0	ATW	Neotoma	Altenweiher	Altenweiher	2988	3892	48.01333	6.994444	926	Europe	Lake	GIS	l, GE, L2,	80584.02227	Raw	113	AWI	8
LegacyPollen_1.0	ATXURI01	Neotoma	Atxuri	Atxuri	2989	3893	43.25028	-1.55111	500	Europe	Peat	FIXED_100	NA	NA	Raw	33	AWI	3
LegacyPollen_1.0	AUNEAU	Neotoma	Auneau	Auneau	2990	3894	48.45611	1.793611	127	Europe	Alluvial/Fluvial	NA	NA	NA	Raw	64	AWI	4
LegacyPollen_1.0	BABOZ1	Neotoma	Babozero	Babozero	2992	3896	66.375	37.51667	138	Europe	Lake	GIS	Chenhzi: publication. Lake shapes: l check in gis. It is definitely a lake.	44854065	Raw	10	AWI	3
LegacyPollen_1.0	BAIDARA	Neotoma	Baidara	Baidara	2994	3898	68.85	66.9	30	Asia	Coast	NA	Chenhzi: site description. Lake shapes: ? special type: terrace?	NA	Raw	67	AWI	13
LegacyPollen_1.0	BASVILLE	Neotoma	Basse-Ville	Basse-Ville	2996	3900	47.18611	-1.85806	1	Europe	Peat	FIXED_100	NA	NA	Raw	114	AWI	5
LegacyPollen_1.0	BEBR5	Neotoma	Basse-Ville	Bebrukas Lake	2998	3902	54.08528	24.12111	149	Europe	Lake	NA	can't find a basin	NA	Raw	50	AWI	14
LegacyPollen_1.0	BELATE01	Neotoma	Puerto de Belate	Puerto de Belate	3004	3910	43.03333	-2.05	847	Europe	Peat	FIXED_100	NA	NA	Raw	60	AWI	3
LegacyPollen_1.0	BELLE	Neotoma	Belle Lake	Belle Lake	3006	3913	52.18333	-7.03333	33	Europe	Lake	GIS	Chenhzi: publication. Lake shapes: l check in gis. It is definitely a lake.	314601	Raw	49	AWI	8
LegacyPollen_1.0	BERGAKYL	Neotoma	Bergakyllen	Bergakyllen	3009	3923	57.18367	16.14528	73	Europe	Lake	GIS	Chenhzi: site description. Lake shapes: l check in gis. It is definitely a lake.	1.13E+08	Raw	28	AWI	7
LegacyPollen_1.0	BESBOG	Neotoma	Besbog	Besbog	3012	3926	41.73302	23.52418	2240	Europe	Lake	GIS	l, GE, L2,	18803.87384	Raw	30	AWI	3
LegacyPollen_1.0	BEYSEHIR	Neotoma	Beysehir Gölü	Beysehir Golu I	3013	3927	37.54167	31.5	1120	Europe	Peat	FIXED_100	NA	NA	Raw	39	AWI	2
LegacyPollen_1.0	BEZDON	Neotoma	Bezdonnoe	Bezdonnoe	3014	3928	62.03333	32.76667	123	Europe	Peat	FIXED_100	NA	NA	Raw	53	AWI	4
LegacyPollen_1.0	BIOT	Neotoma	Biot	Biot	3016	3930	43.8	7.1	863	Europe	Alluvial/Fluvial	NA	NA	NA	Raw	92	AWI	6
LegacyPollen_1.0	BJARHG	Neotoma	Bjärsjöholmssjön	Bjarsjoholmssjon	3017	3931	55.45396	13.78026	50	Europe	Lake	NA	hard to estimate dried up lake shape from topography	NA	Raw	118	AWI	12
LegacyPollen_1.0	BJARSJON	Neotoma	Bjärsjon	Bjarsjon	3018	3932	58.33456	13.65607	255	Europe	Lake	GIS	l, GE, L2, modified LW shape	158581.0905	Raw	50	AWI	7
LegacyPollen_1.0	BJORKSJO	Neotoma	Björksjödamm	Bjorksjodamm	3020	3934	57.709	12.34641	87	Europe	Peat	FIXED_100	NA	NA	Raw	38	AWI	6
LegacyPollen_1.0	BLATO1	Neotoma	Bláto	Blato	3021	3935	49.04174	15.19097	645	Europe	Peat	FIXED_100	NA	NA	Raw	60	AWI	3
LegacyPollen_1.0	BLAVASS	Neotoma	Blåvasstjønn	Blavasstjonn	3022	3937	64.9111	11.66065	92	Europe	Lake	NA	Don't know which basin to choose	NA	Raw	37	AWI	4
LegacyPollen_1.0	BLEDOWO3	Neotoma	Bledowo Lake	Bledowo Lake	3023	3938	52.54316	20.67577	78	Europe	Lake	GIS	l, GE, L2,	90698.87273	Raw	294	Neotoma_Giesecke et al. 2014 (MADCAP)	4
LegacyPollen_1.0	BLKLOCH4	Neotoma	Black Loch	Black Loch	3024	3940	56.32083	-3.19472	90	Europe	Lake	GIS	l, GE, L2,	11403.96679	Raw	5	AWI	14
LegacyPollen_1.0	BLOMOY	Neotoma	Blomoy	Blomoy	3025	3941	60.53333	4.883333	36	Europe	Peat	FIXED_100	NA	NA	Raw	18	Neotoma_Giesecke et al. 2014 (MADCAP)	4
LegacyPollen_1.0	BOGUDA	Neotoma	Lake Boguda	Lake Boguda	3029	3945	63.66731	123.2456	120	Asia	Lake	GIS	l, LW, L1,	25479179.22	Raw	58	AWI	7
LegacyPollen_1.0	BOHINGSE	Neotoma	Boehnigsee Goldmoos	Boehnigsee Goldmoos	3030	3946	46.25917	7.843056	2058	Europe	Lake	GIS	l, GE, L2,	9676.374154	Raw	94	AWI	4
LegacyPollen_1.0	BRASPART	Neotoma	Saint Michel de Braspart	Saint Michel de Braspart	3034	3951	48.41667	-3.66667	150	Europe	Peat	FIXED_100	NA	NA	Raw	37	AWI	2
LegacyPollen_1.0	BREDCOUN_neotoma	Neotoma	Brede Bridge	Brede Bridge	3035	3953	50.90621	0.67685	2	Europe	Peat	FIXED_100	NA	NA	Raw	116	AWI	2
LegacyPollen_1.0	BUGRIST	Neotoma	Bugristoe	Bugristoe	3038	3956	58.25	85.16667	100	Asia	Peat	FIXED_100	NA	NA	Raw	64	AWI	5
LegacyPollen_1.0	BUTTER	Neotoma	Butter Mountain	Butter Mountain	3040	3966	54.18523	-6.04608	458	Europe	Peat	FIXED_100	NA	NA	Raw	35	AWI	5
LegacyPollen_1.0	CAM-LG	Neotoma	Cam Loch	Cam Loch	3043	3969	58.07376	-5.03553	123	Europe	Lake	GIS	l, LW, L1,	2333086.944	Raw	37	Neotoma_Giesecke et al. 2014 (MADCAP)	5
LegacyPollen_1.0	CARRIV	Neotoma	Carrivmoragh	Carrivmoragh	3044	3971	54.30019	-5.98393	260	Europe	Peat	FIXED_100	NA	NA	Raw	59	AWI	7
LegacyPollen_1.0	CAUDELAI	Neotoma	La Caudelais	La Caudelais	3045	3972	47.25444	-1.80028	1	Europe	Peat	FIXED_100	NA	NA	Raw	158	AWI	4
LegacyPollen_1.0	CBB75	Neotoma	Vallon de Provence	Vallon de Provence	3046	3973	44.39111	6.404167	2075	Europe	Peat	FIXED_100	NA	NA	Raw	80	AWI	6
LegacyPollen_1.0	CHABADA1	Neotoma	Chabada Lake	Chabada Lake	346	3975	61.97684	129.3779	290	Asia	Lake	GIS	l, GE, L2, Shape has DatasetID 354	1.59E+09	Raw	62	AWI	5
LegacyPollen_1.0	CHAMB5	Neotoma	Lac de Chambedaze	Lac de Chambedaze	3048	3977	45.44444	2.875278	1182	Europe	Lake	GIS	l, GE, L2,	39571.64105	Raw	117	AWI	5
LegacyPollen_1.0	CHERNOE	Neotoma	Chernoe Lake	Chernoe Lake	3054	3984	50.96475	106.6465	500	Asia	Lake	NA	can't find a basin	NA	Raw	10	AWI	4
LegacyPollen_1.0	CHERNYAR	Neotoma	Cherny Yar	Cherny Yar	3055	3985	56.06667	161	148	Asia	Alluvial/Fluvial	NA	NA	NA	Raw	15	AWI	2
LegacyPollen_1.0	CHISTIC	Neotoma	Chistic	Chistic	3056	3986	57.335	33	205	Europe	Peat	FIXED_100	NA	NA	Raw	34	AWI	4
LegacyPollen_1.0	CHROISGP_neotoma	Neotoma	Loch a'Chroisg	Loch a'Chroisg	3058	3988	57.57486	-5.14263	155	Europe	Lake	GIS	l, LW, L1,	2370700.873	Raw	19	AWI	3
LegacyPollen_1.0	CLAP69	Neotoma	Clapeyret	Clapeyret	3060	3990	44.15028	7.243333	2260	Europe	Peat	FIXED_100	NA	NA	Raw	32	AWI	5
LegacyPollen_1.0	CLATTERI	Neotoma	Clatteringshaws Loch	Clatteringshaws Loch	3061	3991	55.07767	-4.2993	210	Europe	Peat	FIXED_100	NA	NA	Raw	19	AWI	2
LegacyPollen_1.0	COLFIORI	Neotoma	Colfiorito	Colfiorito	3064	3994	43.01968	12.87573	752	Europe	Peat	FIXED_100	NA	NA	Raw	74	Neotoma_Giesecke et al. 2014 (MADCAP)	5
LegacyPollen_1.0	COOL69B	Neotoma	Coolteen	Coolteen	3065	3995	52.35	-6.6	50	Europe	Peat	FIXED_100	NA	NA	Raw	39	AWI	5
LegacyPollen_1.0	COOL71A	Neotoma	Coolteen	Coolteen	3065	3996	52.35	-6.6	50	Europe	Peat	FIXED_100	NA	NA	Raw	25	AWI	3
LegacyPollen_1.0	CPORTER	Neotoma	Cala'n Porter	Cala'n Porter	3068	3999	39.87056	4.131389	24	Europe	Coast	NA	Chenhzi: publication. Lake shapes: ? special type: coast?	NA	Raw	88	AWI	5
LegacyPollen_1.0	CREGGAN	Neotoma	Cregganmore	Cregganmore	3070	4002	54.25	-9.6	60	Europe	Lake	GIS	Chenhzi: site description. Lake shapes: l check in gis. It is definitely a lake.	74837.12	Raw	66	AWI	2
LegacyPollen_1.0	CROOB	Neotoma	Slieve Croob	Slieve Croob	3072	4004	54.33333	-5.98333	462	Europe	Peat	FIXED_100	NA	NA	Raw	29	AWI	6
LegacyPollen_1.0	CUETOAV	Neotoma	Cueto de la Avellanosa	Cueto de la Avellanosa	3073	4005	43.11667	-4.36417	1320	Europe	Peat	FIXED_100	NA	NA	Raw	34	AWI	3
LegacyPollen_1.0	DABA8	Neotoma	Daba-Nur	Daba-Nur	3076	4010	48.18924	98.76251	2465	Asia	Lake	Google Earth	l, GE, L2, modified LW shape	1606164.766	Raw	25	AWI	6
LegacyPollen_1.0	DAGSMOO	Neotoma	Dags Mosse	Dags Mosse	3077	4011	58.32288	14.70652	96	Europe	Peat	FIXED_100	NA	NA	Raw	124	AWI	22
LegacyPollen_1.0	DALLICAN	Neotoma	Dallican Water	Dallican Water	3078	4012	60.38736	-1.09648	56	Europe	Lake	GIS	l, GE, L2,	12282.81203	Raw	80	AWI	6
LegacyPollen_1.0	DLINNOE	Neotoma	Dlinnoe	Dlinnoe	3083	4017	62.31667	33.85	66	Europe	Peat	FIXED_100	NA	NA	Raw	36	AWI	5
LegacyPollen_1.0	DOOD4	Neotoma	Dood-Nur	Dood-Nur	3085	4020	51.33333	99.38333	1538	Asia	Lake	GIS	l, GE, L2,	67100075.96	Raw	19	AWI	2
LegacyPollen_1.0	DUARTBG_neotoma	Neotoma	Duartbeg	Duartbeg	3086	4021	58.29591	-5.12887	29	Europe	Lake	GIS	l, GE, L2,	5496.501775	Raw	29	AWI	4
LegacyPollen_1.0	DURRENEC	Neotoma	Dürrenecksee-Moor	Durrenecksee-Moor	3089	4024	47.16667	13.86667	1700	Europe	Peat	FIXED_100	NA	NA	Raw	44	AWI	4
LegacyPollen_1.0	DVURANSO	Neotoma	Dvůr Anšov	Dvur Ansov	3090	4025	48.7767	16.42123	179	Europe	Peat	FIXED_100	NA	NA	Raw	56	AWI	7
LegacyPollen_1.0	EMBOU	Neotoma	Embouchac	Embouchac	3093	4028	43.56639	3.916667	1	Europe	Lagoon	NA	Chenhzi: site description. Lake shapes: ? special type: lagoon	NA	Raw	188	AWI	5
LegacyPollen_1.0	ERAVNOE	Neotoma	Bol'shoe Eravnoe Lake	Bol'shoe Eravnoe Lake	3095	4030	52.6242	111.5005	947	Asia	Lake	GIS	l, LW, L2,	103247065.9	Raw	10	AWI	3
LegacyPollen_1.0	ERMISTU	Neotoma	Lake Ermistu	Lake Ermistu	3096	4031	58.36667	23.96667	17	Europe	Lake	GIS	l, LW, L2,	4111428.595	Raw	84	AWI	5
LegacyPollen_1.0	ESTACAS	Neotoma	Puerto de las Estacas de Trueba	Puerto de las Estacas de Trueba	3097	4032	43.12139	-3.70056	1160	Europe	Peat	FIXED_100	NA	NA	Raw	9	AWI	3
LegacyPollen_1.0	FJELLNAS	Neotoma	Fjällnas	Fjallnas	3105	4040	62.61594	12.13394	780	Europe	Alluvial/Fluvial	NA	Chenhzi: eatimated from Neotoma map. Lake shapes: l check in gis. It is definitely a lake.	NA	Raw	67	AWI	14
LegacyPollen_1.0	FLAATEVA	Neotoma	Flaatevatn	Flaatevatn	3106	4041	59.70115	6.173345	570	Europe	Peat	FIXED_100	NA	NA	Raw	32	AWI	4
LegacyPollen_1.0	FLARKTOT	Neotoma	Lake Flarken	Lake Flarken	3107	4042	58.55679	13.67319	109	Europe	Lake	GIS	l, LW, L2,	165034.3959	Raw	114	AWI	13
LegacyPollen_1.0	FLOGELN5	Neotoma	Flögeln	Flogeln	3109	4045	53.66667	8.763889	2	Europe	Peat	FIXED_100	NA	NA	Raw	96	AWI	9
LegacyPollen_1.0	FOFMOBS6	Neotoma	Mobeche Forest	Mobeche Forest	3110	4047	48.51667	-1	200	Europe	Forest	NA	Chenhzi: site description. Lake shapes: ? special type: woods	NA	Raw	80	AWI	2
LegacyPollen_1.0	FOUG2	Neotoma	Grande Brière	Grande Briere	3112	4050	47.36667	-2.25	80	Europe	Peat	FIXED_100	NA	NA	Raw	48	AWI	8
LegacyPollen_1.0	FOUGS707	Neotoma	Fougères	Fougeres	3113	4053	48.51667	-0.83333	186	Europe	Peat	FIXED_100	NA	NA	Raw	45	AWI	3
LegacyPollen_1.0	FOUGS948	Neotoma	Fougères	Fougeres	3113	4055	48.51667	-0.83333	186	Europe	Stream	NA	NA	NA	Raw	24	AWI	3
LegacyPollen_1.0	FOURNEAU	Neotoma	Le Fourneau	Le Fourneau	3114	4056	48.44444	-0.19167	276	Europe	Peat	FIXED_100	NA	NA	Raw	74	AWI	11
LegacyPollen_1.0	FRENGSTA	Neotoma	Frengstadsetra	Frengstadsetra	3115	4057	62.57327	10.12398	790	Europe	Peat	FIXED_100	NA	NA	Raw	31	AWI	4
LegacyPollen_1.0	FUCHSSCH	Neotoma	Fuchsschwanzmoos	Fuchsschwanzmoos	3116	4058	47.11667	13.9	1680	Europe	Forest	NA	Chenhzi: site description. Lake shapes: ? special type: woods	NA	Raw	46	AWI	4
LegacyPollen_1.0	G89	Neotoma	Giecz	Giecz	3117	4059	52.32201	17.3655	100	Europe	Lake	Google Earth	Chenhzi: site description (Dried lake). Lake shapes: ? check in gis. It is definitely a lake.	120394.5176	Raw	71	AWI	4
LegacyPollen_1.0	GALDANA	Neotoma	Cala Galdana	Cala Galdana	3118	4060	39.93694	3.965	47	Europe	Coast	NA	Chenhzi: publication. Lake shapes: ? special type: coast?	NA	Raw	102	AWI	5
LegacyPollen_1.0	GALTSJ	Neotoma	Galtsjön	Galtsjon	3120	4062	56.21884	15.21014	32	Europe	Lake	Google Earth	l, GE, L2,	92083.60788	Raw	18	AWI	4
LegacyPollen_1.0	GAR1	Neotoma	Mire Garvan	Mire Garvan	3121	4063	44.10742	26.91169	20	Europe	Peat	FIXED_100	NA	NA	Raw	32	AWI	2
LegacyPollen_1.0	GHOBHAIN	Neotoma	Lochan coir a' Ghobhainn	Lochan coir a' Ghobhainn	3125	4069	57.18226	-6.277	82	Europe	Lake	NA	l, GE, L2,	NA	Raw	21	AWI	4
LegacyPollen_1.0	GIANNITB	Neotoma	Giannitsa B	Giannitsa B	3127	4071	40.66667	22.31667	20	Europe	Peat	FIXED_100	NA	NA	Raw	39	AWI	2
LegacyPollen_1.0	GOTNAVOL	Neotoma	Gotnavolok	Gotnavolok	3134	4078	62.2	33.8	88	Europe	Peat	FIXED_100	NA	NA	Raw	74	AWI	4
LegacyPollen_1.0	GUNNUR	Neotoma	Gun-Nur	Gun-Nur	3137	4081	50.2618	106.6188	600	Asia	Lake	GIS	l, GE, L2, modified LW shape	504179.1876	Raw	36	AWI	7
LegacyPollen_1.0	HAKULLA5	Neotoma	Håkulls Mosse	Hakulls Mosse	3138	4082	56.28834	12.51948	125	Europe	Lake	Google Earth	Chenhzi: site description and Neotoma map. Lake shapes: ? check in gis. It is definitely a lake.	3041.810175	Raw	71	AWI	20
LegacyPollen_1.0	HALOS	Neotoma	Halos I	Halos I	3139	4083	39.16058	22.83784	0	Europe	Peat	FIXED_100	NA	NA	Raw	36	AWI	4
LegacyPollen_1.0	HALSEG	Neotoma	Hälsegyl	Halsegyl	3140	4084	56.5436	14.6097	142	Europe	Lake	GIS	l, GE, L2,	30527.56384	Raw	13	AWI	4
LegacyPollen_1.0	HALSJON	Neotoma	Halsjön II	Halsjon II	3141	4085	56.23333	15.31667	30	Europe	Lake	GIS	l, LW, L1,	287698.9866	Raw	23	AWI	5
LegacyPollen_1.0	HAWKS2	Neotoma	Hawks Tor	Hawks Tor	3142	4086	50.54122	-4.61178	229	Europe	Lake	GIS	Chenhzi: Neotoma map. Lake shapes: l check in gis. It is definitely a lake.	1.15E+08	Raw	82	AWI	6
LegacyPollen_1.0	HAWKS-3	Neotoma	Hawks Tor	Hawks Tor	3142	4087	50.54122	-4.61178	229	Europe	Peat	FIXED_100	NA	NA	Raw	35	AWI	4
LegacyPollen_1.0	HIRVILAM	Neotoma	Hirvilampi	Hirvilampi	3145	4092	60.62404	24.25122	114	Europe	Lake	GIS	l, GE, L2,	26634.39347	Raw	133	AWI	6
LegacyPollen_1.0	HOCKHAM	Neotoma	Hockham Mere	Hockham Mere	3147	4095	52.5	0.833333	33	Europe	Peat	FIXED_100	NA	NA	Raw	163	AWI	23
LegacyPollen_1.0	HOTON	Neotoma	Hoton-Nur	Hoton-Nur	3149	4097	48.67256	88.28455	2083	Asia	Lake	GIS	l, LW, L2,	52311370.65	Raw	19	AWI	6
LegacyPollen_1.0	HUBSUGUL_neotoma	Neotoma	Hubsugul	Hubsugul	3154	4102	50.6286	100.2267	1645	Asia	Lake	GIS	l, LW, L2,	2777896217	Raw	15	AWI	2
LegacyPollen_1.0	HULEH	Neotoma	Huleh	Huleh	3155	4103	33.10556	35.52833	466	Europe	Lake	NA	hard to estimate dried up lake shape from topography	NA	Raw	28	AWI	4
LegacyPollen_1.0	IMATU	Neotoma	Imatu Mire	Imatu Mire	3159	4107	59.10972	27.50783	45	Europe	Peat	FIXED_100	NA	NA	Raw	57	AWI	3
LegacyPollen_1.0	IOANNINA	Neotoma	Ioannina I	Ioannina I	3164	4114	39.7625	20.73056	470	Europe	Peat	FIXED_100	NA	NA	Raw	107	AWI	5
LegacyPollen_1.0	ISOKARR	Neotoma	Isokärret	Isokarret	3165	4115	60.2149	22.79906	16	Europe	Lake	NA	can't find a basin	NA	Raw	38	AWI	4
LegacyPollen_1.0	IVAN4	Neotoma	Ivanovskoye Peat Bog	Ivanovskoye Peat Bog	1121	4116	56.81667	38.76667	141	Europe	Peat	FIXED_100	NA	NA	Raw	13	AWI	3
LegacyPollen_1.0	IVAN5	Neotoma	Ivanovskoye Peat Bog	Ivanovskoye Peat Bog	1121	4117	56.81667	38.76667	141	Europe	Peat	FIXED_100	NA	NA	Raw	20	AWI	7
LegacyPollen_1.0	JAN	Neotoma	Liptovský Ján	Liptovsky Jan	3166	4118	49.04167	19.67778	660	Europe	Peat	FIXED_100	NA	NA	Raw	100	AWI	7
LegacyPollen_1.0	JASIEL81	Neotoma	Jasiel	Jasiel	3167	4120	49.3705	21.8875	680	Europe	Peat	FIXED_100	NA	NA	Raw	47	AWI	6
LegacyPollen_1.0	JC-5-D_neotoma	Neotoma	Borkovická blata	Borkovicka blata	3171	4127	49.23475	14.62598	415	Europe	Peat	FIXED_100	NA	NA	Raw	26	AWI	2
LegacyPollen_1.0	KAAKOTIN	Neotoma	Kaarkotinlampi	Kaarkotinlampi	3177	4133	61.41513	25.86881	104	Europe	Lake	GIS	l, GE, L2,	26492.15477	Raw	37	AWI	6
LegacyPollen_1.0	KAARTLAM	Neotoma	Kaartlamminsuo	Kaartlamminsuo	3178	4134	60.73814	24.21983	115	Europe	Peat	FIXED_100	https://lipdverse.org/globalHolocene/0_54_0/Kaartlamminsuo.Rankama.1988.html	NA	Raw	54	AWI	4
LegacyPollen_1.0	KALVEN	Neotoma	Kalven	Kalven	3179	4135	56.53516	14.55571	163	Europe	Lake	GIS	Chenhzi: publication. Lake shapes: l check in gis or take average of few lakes closeby. It is definitely a lake.	21904.42	Raw	16	AWI	2
LegacyPollen_1.0	KANGERJ	Neotoma	Kangerjoki	Kangerjoki	3180	4136	66.12667	28.99524	288	Europe	Peat	FIXED_100	NA	NA	Raw	29	AWI	7
LegacyPollen_1.0	KARAMIK	Neotoma	Kararmik Batakligi	Kararmik Batakligi	3181	4137	38.425	30.8	1000	Europe	Peat	FIXED_100	NA	NA	Raw	50	AWI	2
LegacyPollen_1.0	KARASEOZ	Neotoma	Karasieozerskoe	Karasieozerskoe	3182	4138	56.76667	60.75	230	Asia	Peat	FIXED_100	NA	NA	Raw	31	AWI	3
LegacyPollen_1.0	KARU	Neotoma	Lake Karujarv	Lake Karujarv	3183	4139	58.38333	22.2	32	Europe	Lake	GIS	l, LW, L2,	3203334.465	Raw	74	AWI	10
LegacyPollen_1.0	KASTORIA	Neotoma	Lake Orestiás	Lake Orestias	3186	4142	40.55194	21.32222	630	Europe	Lake	GIS	l, LW, L2,	28064491.83	Raw	18	AWI	2
LegacyPollen_1.0	KAZGOLU	Neotoma	Kaz Gölü	Kaz Golu	3187	4143	40.28333	36.15	540	Europe	Lake	GIS	Chenhzi: publication. Lake shapes: l check in gis. It is definitely a lake. Label with name in google Earth but shape not clear	1.90E+09	Raw	50	AWI	2
LegacyPollen_1.0	KEPSKOE	Neotoma	Kepskoe	Kepskoe	3189	4145	65.08333	32.16667	124	Europe	Peat	FIXED_100	NA	NA	Raw	21	AWI	2
LegacyPollen_1.0	KHIMADIT	Neotoma	Khimaditis Ib	Khimaditis Ib	3191	4147	40.6279	21.59921	560	Europe	Peat	FIXED_100	NA	NA	Raw	49	Neotoma_Giesecke et al. 2014 (MADCAP)	4
LegacyPollen_1.0	KHIMAIII	Neotoma	Khimaditis III	Khimaditis III	3192	4148	40.6125	21.58611	560	Europe	Lake	GIS	Chenhzi: publication. Lake shapes: l check in gis or take average of few lakes closeby. It is definitely a lake.	11050101	Raw	20	AWI	2
LegacyPollen_1.0	KINGS	Neotoma	King's Pool	King's Pool	3194	4150	52.8079	-2.109	70	Europe	Peat	FIXED_100	NA	NA	Raw	176	AWI	12
LegacyPollen_1.0	KIRKKOSA	Neotoma	Kirkkosaari	Kirkkosaari	3195	4151	60.85774	24.49056	83	Europe	Peat	FIXED_100	Kirkkosaari is the island not the large lake	NA	Raw	53	AWI	4
LegacyPollen_1.0	KLUK74	Neotoma	Kluki	Kluki	3198	4154	54.70694	17.28472	1	Europe	Peat	FIXED_100	NA	NA	Raw	82	AWI	20
LegacyPollen_1.0	KOLMILAT	Neotoma	Lake Kolmilaträsk	Lake Kolmilatrask	3200	4156	60.29171	20.14137	12	Europe	Lake	GIS	l, GE, L2,	41440.81336	Raw	57	AWI	4
LegacyPollen_1.0	KOYCEGIZ	Neotoma	Köycegiz Gölü	Koycegiz Golu	3203	4161	36.875	28.64167	20	Europe	Lake	GIS	l, LW, L2,	51193910.91	Raw	47	AWI	2
LegacyPollen_1.0	KRAGJR	Neotoma	Krageholmssjön	Krageholmssjon	3204	4162	55.50078	13.74492	43	Europe	Lake	GIS	l, LW, L2,	1900654.347	Raw	110	AWI	20
LegacyPollen_1.0	KROGLO1	Neotoma	Krugloye	Krugloye	3205	4163	66.37107	37.58162	140	Europe	Lake	GIS	Chenhzi: publication. Lake shapes: l check in gis or take average of few lakes closeby. It is definitely a lake.	1.09E+09	Raw	17	AWI	6
LegacyPollen_1.0	KROKSJON	Neotoma	Kroksjön	Kroksjon	3206	4164	56.27346	15.00843	46	Europe	Lake	GIS	Chenhzi: publication. Lake shapes: l check in gis or take average of few lakes closeby. It is definitely a lake.	415236.8	Raw	16	AWI	5
LegacyPollen_1.0	KUCUK	Neotoma	Küçük Akgöl	Kucuk Akgol	3209	4167	40.86667	30.43333	49	Europe	Lake	GIS	l, LW, L2,	194479.908	Raw	22	AWI	2
LegacyPollen_1.0	KUIVAJAR	Neotoma	Kuivajarvi	Kuivajarvi	3210	4168	60.78455	23.85616	97	Europe	Lake	GIS	l, GE, L2, modified LW shape	8220029.875	Raw	112	AWI	4
LegacyPollen_1.0	KUNYOK	Neotoma	Kunyok	Kunyok	3211	4169	67.83333	33.66667	220	Europe	Peat	FIXED_100	NA	NA	Raw	12	AWI	11
LegacyPollen_1.0	KUPENA	Neotoma	Kupena	Kupena	3212	4170	41.98333	24.33333	1356	Europe	Peat	FIXED_100	NA	NA	Raw	31	AWI	6
LegacyPollen_1.0	KUPENA1	Neotoma	Kupena	Kupena	3212	4171	41.98333	24.33333	1356	Europe	Peat	FIXED_100	NA	NA	Raw	35	AWI	4
LegacyPollen_1.0	LACKAN1	Neotoma	Lackan Bog	Lackan Bog	3214	4173	54.26583	-6.10082	75	Europe	Peat	FIXED_100	NA	NA	Raw	19	AWI	16
LegacyPollen_1.0	LACKAN2	Neotoma	Lackan Bog	Lackan Bog	3214	4174	54.26583	-6.10082	75	Europe	Peat	FIXED_100	NA	NA	Raw	99	AWI	10
LegacyPollen_1.0	LALAX	Neotoma	Lalaxkärret	Lalaxkarret	3221	4181	60.14759	21.86014	20	Europe	Peat	FIXED_100	NA	NA	Raw	28	AWI	3
LegacyPollen_1.0	LANDSH	Neotoma	Landshaftnoe	Landshaftnoe	3223	4183	64.56667	30.53333	207	Europe	Peat	FIXED_100	NA	NA	Raw	27	AWI	2
LegacyPollen_1.0	LAROYA	Neotoma	Laguna de la Roya	Laguna de la Roya	3224	4184	42.13552	-6.79364	1608	Europe	Lake	GIS	l, GE, L2,	21334.12198	Raw	72	AWI	7
LegacyPollen_1.0	LAUZE775	Neotoma	Col des Lauzes	Col des Lauzes	3226	4186	44.76722	6.536944	1834	Europe	Lake	GIS	l, GE, L1, shape unprecise, not very well recognizable	2269.331156	Raw	99	AWI	8
LegacyPollen_1.0	LAVAU	Neotoma	Lavau	Lavau	3227	4187	47.34194	-1.93417	1	Europe	Peat	FIXED_100	NA	NA	Raw	115	AWI	5
LegacyPollen_1.0	LAVIE	Neotoma	La Vie	La Vie	3228	4188	48.54833	-0.25833	238	Europe	Peat	FIXED_100	NA	NA	Raw	49	AWI	7
LegacyPollen_1.0	LBA	Neotoma	Lade Bank	Lade Bank	3229	4189	53.06966	0.08387	2	Europe	Peat	FIXED_100	NA	NA	Raw	19	AWI	5
LegacyPollen_1.0	LEDN86	Neotoma	Lake Lednica	Lake Lednica	3231	4192	52.54901	17.38084	109	Europe	Lake	GIS	l, LW, L1,	2843990.163	Raw	84	AWI	9
LegacyPollen_1.0	LEMPS83	Neotoma	Le Grand Lemps	Le Grand Lemps	3233	4197	45.47333	5.416667	680	Europe	Lake	NA	can't find a basin	NA	Raw	159	AWI	6
LegacyPollen_1.0	LEMPS85	Neotoma	Le Grand Lemps	Le Grand Lemps	3233	4198	45.47333	5.416667	680	Europe	Lake	NA	can't find a basin	NA	Raw	113	AWI	5
LegacyPollen_1.0	LEMPS86	Neotoma	Le Grand Lemps	Le Grand Lemps	3233	4199	45.47333	5.416667	680	Europe	Lake	NA	can't find a basin	NA	Raw	75	AWI	4
